1184669:
 num     #instances         #bytes  class name (module)
 851:            81           1296  com.mojang.serialization.codecs.ListCodec (datafixerupper@6.0.8)
 852:            27           1296  java.lang.invoke.BoundMethodHandle$SpeciesData (java.base@17.0.15)
 853:            54           1296  net.minecraft.util.valueproviders.IntProvider$$Lambda$1517/0x00000008007358e0 (minecraft@1.20.1)
 854:            23           1288  java.util.logging.Logger (java.logging@17.0.15)
 855:            40           1280  [Ljava.math.BigInteger; (java.base@17.0.15)
 856:            44           1280  [Lnet.minecraft.resources.ResourceLocation; (minecraft@1.20.1)
 857:            16           1280  com.google.common.cache.LocalCache$Segment (com.google.common@31.1-jre)
 858:            40           1280  com.mojang.serialization.codecs.RecordCodecBuilder$Instance$1 (datafixerupper@6.0.8)
 859:            80           1280  java.util.regex.Pattern$BitClass (java.base@17.0.15)
 860:            32           1280  jdk.internal.ref.Cleaner (java.base@17.0.15)
 861:            40           1280  net.minecraft.world.food.FoodProperties (minecraft@1.20.1)
 862:            16           1280  net.minecraft.world.level.block.BannerBlock (minecraft@1.20.1)
 863:            16           1280  net.minecraft.world.level.block.BedBlock (minecraft@1.20.1)
 864:            16           1280  net.minecraft.world.level.block.ConcretePowderBlock (minecraft@1.20.1)
 865:            16           1280  net.minecraft.world.level.block.DropExperienceBlock (minecraft@1.20.1)
 866:            16           1280  net.minecraft.world.level.block.GlazedTerracottaBlock (minecraft@1.20.1)
 867:            16           1280  net.minecraft.world.level.block.StainedGlassBlock (minecraft@1.20.1)
 868:            16           1280  net.minecraft.world.level.block.WallBannerBlock (minecraft@1.20.1)
 869:            16           1280  net.minecraft.world.level.block.WoolCarpetBlock (minecraft@1.20.1)
 870:            20           1280  sun.security.ec.SunEC$ProviderService (jdk.crypto.ec@17.0.15)
 871:            53           1272  com.mojang.datafixers.NamedChoiceFinder (datafixerupper@6.0.8)
 872:            79           1264  net.minecraft.util.datafix.schemas.V2519$$Lambda$2110/0x000000080086c598 (minecraft@1.20.1)
 873:            52           1248  net.minecraft.client.renderer.texture.TextureAtlasSprite$1 (minecraft@1.20.1)
 874:            78           1248  net.minecraft.util.datafix.schemas.V2522$$Lambda$2112/0x000000080086cc90 (minecraft@1.20.1)
 875:            31           1240  java.lang.invoke.DirectMethodHandle$Special (java.base@17.0.15)
 876:            77           1232  java.util.concurrent.atomic.AtomicInteger (java.base@17.0.15)
 877:            77           1232  net.minecraft.client.color.item.ItemColors$$Lambda$4957/0x0000000800d31110 (minecraft@1.20.1)
 878:            14           1232  net.minecraft.world.item.CreativeModeTab (minecraft@1.20.1)
 879:            22           1232  org.openjdk.nashorn.internal.runtime.UserAccessorProperty (org.openjdk.nashorn)
 880:            76           1216  it.unimi.dsi.fastutil.objects.Object2ObjectArrayMap$ValuesCollection (it.unimi.dsi.fastutil@8.5.9)
 881:            76           1216  java.lang.ThreadLocal (java.base@17.0.15)
 882:            19           1216  net.minecraft.world.item.StandingAndWallBlockItem (minecraft@1.20.1)
 883:            30           1200  java.lang.invoke.VarHandleReferences$FieldInstanceReadWrite (java.base@17.0.15)
 884:            30           1200  java.time.temporal.ChronoField (java.base@17.0.15)
 885:            30           1200  net.minecraft.world.level.block.state.properties.EnumProperty (minecraft@1.20.1)
 886:            30           1200  net.minecraft.world.phys.Vec3 (minecraft@1.20.1)
 887:            50           1200  sun.reflect.generics.scope.ClassScope (java.base@17.0.15)
 888:            74           1184  jdk.proxy2.$Proxy2 (jdk.proxy2)
 889:            37           1184  net.minecraft.world.level.material.FluidState (minecraft@1.20.1)
 890:            49           1176  org.apache.logging.log4j.core.pattern.SimpleLiteralPatternConverter$StringValue (org.apache.logging.log4j.core@2.19.0)
 891:            21           1176  org.apache.logging.log4j.core.util.datetime.FixedDateFormat$FixedFormat (org.apache.logging.log4j.core@2.19.0)
 892:            36           1152  com.google.gson.internal.bind.TreeTypeAdapter$SingleTypeFactory (com.google.gson@2.10)
 893:            48           1152  com.mojang.serialization.codecs.KeyDispatchCodec$$Lambda$1481/0x0000000800716dd8 (datafixerupper@6.0.8)
 894:            48           1152  java.security.BasicPermissionCollection (java.base@17.0.15)
 895:            16           1152  net.minecraft.world.item.RecordItem (minecraft@1.20.1)
 896:            12           1152  net.minecraft.world.level.block.FenceBlock (minecraft@1.20.1)
 897:            36           1152  net.minecraftforge.installer.json.Version$LibraryDownload
 898:            36           1152  org.antlr.v4.runtime.atn.SingletonPredictionContext (org.antlr.antlr4.runtime@4.9.1)
 899:            13           1144  net.minecraft.world.level.block.ButtonBlock (minecraft@1.20.1)
 900:            13           1144  net.minecraft.world.level.block.FlowerBlock (minecraft@1.20.1)
 901:            13           1144  net.minecraft.world.level.block.PressurePlateBlock (minecraft@1.20.1)
 902:             2           1136  [Lsun.security.util.KnownOIDs; (java.base@17.0.15)
 903:            31           1120  [Ljava.time.format.DateTimeFormatterBuilder$DateTimePrinterParser; (java.base@17.0.15)
 904:            28           1120  org.openjdk.nashorn.internal.runtime.NativeJavaPackage (org.openjdk.nashorn)
 905:            69           1104  java.util.concurrent.locks.ReentrantLock (java.base@17.0.15)
 906:            68           1088  sun.security.util.ECParameters (java.base@17.0.15)
 907:            44           1080  [Lcom.sun.management.internal.DiagnosticCommandArgumentInfo; (jdk.management@17.0.15)
 908:            27           1080  [Ljava.lang.invoke.BoundMethodHandle$SpeciesData; (java.base@17.0.15)
 909:            27           1080  com.mojang.math.Transformation (minecraft@1.20.1)
 910:            27           1080  java.io.BufferedWriter (java.base@17.0.15)
 911:            45           1080  jdk.dynalink.beans.OverloadedDynamicMethod (jdk.dynalink@17.0.15)
 912:            45           1080  net.minecraftforge.accesstransformer.ClassTarget (accesstransformers@8.0.4)
 913:            15           1080  sun.security.ssl.SSLCipher (java.base@17.0.15)
 914:            44           1072  [Ljavax.management.MBeanParameterInfo; (java.management@17.0.15)
 915:            19           1064  net.minecraft.world.item.DoubleHighBlockItem (minecraft@1.20.1)
 916:             2           1056  [Ljava.lang.Integer; (java.base@17.0.15)
 917:             2           1056  [Ljava.lang.Long; (java.base@17.0.15)
 918:             2           1056  [Ljava.lang.Short; (java.base@17.0.15)
 919:            44           1056  java.lang.NamedPackage (java.base@17.0.15)
 920:            44           1056  net.minecraft.util.datafix.fixes.AddNewChoices$$Lambda$2241/0x0000000800890d70 (minecraft@1.20.1)
 921:            66           1056  net.minecraft.util.datafix.schemas.V3078$$Lambda$2161/0x00000008008719a0 (minecraft@1.20.1)
 922:            44           1056  org.openjdk.nashorn.internal.runtime.Context$BuiltinSwitchPoint (org.openjdk.nashorn)
 923:            66           1056  sun.security.x509.GeneralName (java.base@17.0.15)
 924:            61           1048  [Lsun.reflect.generics.tree.FormalTypeParameter; (java.base@17.0.15)
 925:            13           1040  com.sun.jna.Structure$FFIType (com.sun.jna@5.12.1)
 926:            65           1040  net.minecraft.util.ExtraCodecs$$Lambda$1123/0x000000080057f808 (minecraft@1.20.1)
 927:            65           1040  net.minecraft.util.datafix.schemas.V2568$$Lambda$2129/0x000000080086faf8 (minecraft@1.20.1)
 928:             1           1040  org.lwjgl.openal.ALCapabilities (org.lwjgl.openal@3.3.1+7)
 929:            43           1032  com.sun.jmx.mbeanserver.PerInterface$MethodAndSig (java.management@17.0.15)
 930:            43           1032  java.util.regex.Pattern$$Lambda$291/0x0000000800260da8 (java.base@17.0.15)
 931:            43           1032  net.minecraft.client.sounds.SoundManager$Preparations$1 (minecraft@1.20.1)
 932:            43           1032  net.minecraft.world.item.alchemy.Potion (minecraft@1.20.1)
 933:            43           1032  net.minecraft.world.scores.criteria.ObjectiveCriteria (minecraft@1.20.1)
 934:            43           1032  net.minecraftforge.accesstransformer.InnerClassTarget (accesstransformers@8.0.4)
 935:            43           1032  sun.reflect.generics.tree.ClassSignature (java.base@17.0.15)
 936:            32           1024  java.lang.invoke.BoundMethodHandle$Species_I (java.base@17.0.15)
 937:            32           1024  java.nio.DirectByteBuffer$Deallocator (java.base@17.0.15)
 938:            32           1024  joptsimple.OptionSpecBuilder (jopt.simple@5.0.4)
 939:            16           1024  net.minecraft.world.item.BannerItem (minecraft@1.20.1)
 940:            64           1024  net.minecraft.world.level.block.state.BlockBehaviour$Properties$$Lambda$1661/0x00000008007774c8 (minecraft@1.20.1)
 941:            34           1008  [Ljava.security.ProtectionDomain; (java.base@17.0.15)
 942:            21           1008  com.google.gson.internal.bind.TreeTypeAdapter (com.google.gson@2.10)
 943:             3           1008  java.util.concurrent.ForkJoinPool (java.base@17.0.15)
 944:            42           1008  java.util.concurrent.atomic.AtomicLong (java.base@17.0.15)
 945:            42           1008  java.util.concurrent.locks.AbstractQueuedSynchronizer$ConditionObject (java.base@17.0.15)
 946:            42           1008  net.minecraft.client.gui.font.FontSet$GlyphInfoFilter (minecraft@1.20.1)
 947:            18           1008  net.minecraft.world.item.BoatItem (minecraft@1.20.1)
 948:            26           1000  [Lnet.minecraft.client.model.geom.ModelPart; (minecraft@1.20.1)
 949:            25           1000  net.minecraft.world.effect.MobEffect (minecraft@1.20.1)
 950:            31            992  cpw.mods.modlauncher.api.ITransformer$Target (cpw.mods.modlauncher@10.0.9)
 951:            31            992  java.lang.invoke.VarHandle$AccessMode (java.base@17.0.15)
 952:            62            992  java.security.AllPermissionCollection (java.base@17.0.15)
 953:            31            992  net.minecraft.client.telemetry.TelemetryProperty (minecraft@1.20.1)
 954:            41            984  java.lang.StringBuilder (java.base@17.0.15)
 955:            41            984  net.minecraft.world.level.block.entity.BlockEntityType (minecraft@1.20.1)
 956:            41            984  org.openjdk.nashorn.internal.parser.Parser$ParserState (org.openjdk.nashorn)
 957:            61            976  net.minecraft.util.datafix.schemas.V2684$$Lambda$2133/0x0000000800874e58 (minecraft@1.20.1)
 958:            61            976  net.minecraft.world.level.levelgen.feature.Feature$$Lambda$3108/0x0000000800a88450 (minecraft@1.20.1)
 959:            42            968  [Lsun.security.ssl.ProtocolVersion; (java.base@17.0.15)
 960:            11            968  net.minecraft.world.level.block.FenceGateBlock (minecraft@1.20.1)
 961:            43            960  [Lsun.reflect.generics.tree.ClassTypeSignature; (java.base@17.0.15)
 962:            20            960  com.google.gson.internal.LinkedTreeMap$Node
 963:            40            960  com.mojang.serialization.codecs.RecordCodecBuilder$Instance$$Lambda$1522/0x0000000800729ed0 (datafixerupper@6.0.8)
 964:            40            960  com.mojang.serialization.codecs.RecordCodecBuilder$Instance$$Lambda$1523/0x000000080072a118 (datafixerupper@6.0.8)
 965:            24            960  com.sun.jmx.mbeanserver.MXBeanSupport (java.management@17.0.15)
 966:            24            960  java.io.PrintWriter (java.base@17.0.15)
 967:            24            960  java.util.logging.Logger$ConfigurationData (java.logging@17.0.15)
 968:            40            960  net.minecraft.util.datafix.fixes.NamedEntityFix$$Lambda$2216/0x000000080087e178 (minecraft@1.20.1)
 969:            60            960  net.minecraft.util.datafix.schemas.V2686$$Lambda$2136/0x0000000800875770 (minecraft@1.20.1)
 970:            40            960  net.minecraft.world.entity.schedule.Keyframe (minecraft@1.20.1)
 971:            60            960  net.minecraft.world.item.crafting.Ingredient$ItemValue (minecraft@1.20.1)
 972:            12            960  net.minecraft.world.level.block.DoorBlock (minecraft@1.20.1)
 973:            12            960  net.minecraft.world.level.block.TrapDoorBlock (minecraft@1.20.1)
 974:            30            960  net.minecraftforge.client.ForgeRenderTypes$CustomizableTextureState (forge@47.4.13)
 975:            30            960  net.minecraftforge.client.ForgeRenderTypes$CustomizableTextureState$$Lambda$4915/0x0000000800d164a0 (forge@47.4.13)
 976:            60            960  net.minecraftforge.registries.ForgeRegistry$RegistryCodec (forge@47.4.13)
 977:            24            960  org.antlr.v4.runtime.atn.ATNConfigSet (org.antlr.antlr4.runtime@4.9.1)
 978:            24            960  org.antlr.v4.runtime.atn.BlockEndState (org.antlr.antlr4.runtime@4.9.1)
 979:            30            960  org.apache.logging.log4j.core.pattern.DatePatternConverter$PatternFormatter (org.apache.logging.log4j.core@2.19.0)
 980:            24            960  org.openjdk.nashorn.internal.ir.ObjectNode (org.openjdk.nashorn)
 981:            30            960  org.openjdk.nashorn.internal.runtime.GlobalConstants$Access (org.openjdk.nashorn)
 982:            59            944  net.minecraft.util.datafix.schemas.V2688$$Lambda$2138/0x0000000800875e68 (minecraft@1.20.1)
 983:            59            944  net.minecraft.util.datafix.schemas.V2688$$Lambda$2139/0x0000000800876090 (minecraft@1.20.1)
 984:            39            936  java.lang.management.ManagementPermission (java.management@17.0.15)
 985:            39            936  net.minecraft.client.renderer.block.model.ItemOverrides (minecraft@1.20.1)
 986:            39            936  net.minecraft.commands.synchronization.SingletonArgumentInfo$Template (minecraft@1.20.1)
 987:            29            928  java.util.regex.Pattern$Curly (java.base@17.0.15)
 988:            58            928  net.minecraft.world.level.block.state.BlockBehaviour$Properties$$Lambda$1629/0x000000080075d6a0 (minecraft@1.20.1)
 989:            29            928  org.openjdk.nashorn.internal.runtime.AllocationStrategy (org.openjdk.nashorn)
 990:            29            928  sun.security.x509.DistributionPoint (java.base@17.0.15)
 991:            19            912  javax.management.openmbean.ArrayType (java.management@17.0.15)
 992:            19            912  jdk.dynalink.beans.BeanLinker (jdk.dynalink@17.0.15)
 993:            56            896  net.minecraft.client.renderer.RenderStateShard$ShaderStateShard$$Lambda$4741/0x0000000800cb5ed0 (minecraft@1.20.1)
 994:            16            896  net.minecraft.world.item.BedItem (minecraft@1.20.1)
 995:            16            896  net.minecraft.world.item.DyeItem (minecraft@1.20.1)
 996:            28            896  org.antlr.v4.runtime.dfa.DFA (org.antlr.antlr4.runtime@4.9.1)
 997:            28            896  org.apache.commons.lang3.text.translate.LookupTranslator (org.apache.commons.lang3@3.12.0)
 998:            37            888  com.sun.jmx.mbeanserver.NamedObject (java.management@17.0.15)
 999:            37            888  cpw.mods.modlauncher.ModuleLayerHandler$PathOrJar (cpw.mods.modlauncher@10.0.9)
1000:            22            880  java.util.Collections$SingletonMap (java.base@17.0.15)
1001:            22            880  net.minecraft.ChatFormatting (minecraft@1.20.1)
1002:            10            880  net.minecraft.client.model.HumanoidArmorModel (minecraft@1.20.1)
1003:            10            880  net.minecraft.client.model.SkeletonModel (minecraft@1.20.1)
1004:            11            880  net.minecraft.world.level.block.CeilingHangingSignBlock (minecraft@1.20.1)
1005:            11            880  net.minecraft.world.level.block.StandingSignBlock (minecraft@1.20.1)
1006:            11            880  net.minecraft.world.level.block.WallHangingSignBlock (minecraft@1.20.1)
1007:            11            880  net.minecraft.world.level.block.WallSignBlock (minecraft@1.20.1)
1008:            22            880  org.openjdk.nashorn.internal.codegen.types.ObjectType (org.openjdk.nashorn)
1009:            55            880  sun.security.x509.DNSName (java.base@17.0.15)
1010:            27            872  [Ljava.io.ObjectStreamField; (java.base@17.0.15)
1011:            36            864  com.mojang.serialization.Codec$4 (datafixerupper@6.0.8)
1012:            27            864  java.util.UUID (java.base@17.0.15)
1013:            36            864  net.minecraft.util.ExtraCodecs$3 (minecraft@1.20.1)
1014:            36            864  net.minecraftforge.installer.json.Version$Downloads
1015:            36            864  net.minecraftforge.installer.json.Version$Library
1016:            36            864  org.apache.logging.log4j.MarkerManager$Log4jMarker (org.apache.logging.log4j@2.19.0)
1017:            27            864  sun.reflect.annotation.AnnotationType (java.base@17.0.15)
1018:            53            848  net.minecraft.world.level.block.StairBlock$$Lambda$1637/0x0000000800760d00 (minecraft@1.20.1)
1019:            15            840  net.minecraft.world.level.block.state.properties.BlockSetType (minecraft@1.20.1)
1020:            21            840  sun.security.ssl.SSLHandshake (java.base@17.0.15)
1021:            32            832  [Lnet.minecraft.world.entity.EquipmentSlot; (minecraft@1.20.1)
1022:            52            832  com.mojang.serialization.Codec$$Lambda$1106/0x0000000800573d98 (datafixerupper@6.0.8)
1023:            52            832  com.mojang.serialization.Codec$$Lambda$1107/0x000000080057ac50 (datafixerupper@6.0.8)
1024:            26            832  java.time.zone.ZoneOffsetTransition (java.base@17.0.15)
1025:            26            832  net.minecraftforge.client.gui.overlay.VanillaGuiOverlay (forge@47.4.13)
1026:            13            832  org.jcp.xml.dsig.internal.dom.XMLDSigRI$ProviderService (java.xml.crypto@17.0.15)
1027:             2            816  [Ljava.time.LocalDateTime; (java.base@17.0.15)
1028:            51            816  jdk.proxy2.$Proxy3 (jdk.proxy2)
1029:            34            816  net.minecraft.core.BlockPos (minecraft@1.20.1)
1030:            51            816  net.minecraft.util.datafix.schemas.V2704$$Lambda$2141/0x00000008008767a8 (minecraft@1.20.1)
1031:            17            816  org.openjdk.nashorn.internal.ir.BinaryNode (org.openjdk.nashorn)
1032:            21            800  [Lnet.minecraft.core.Direction; (minecraft@1.20.1)
1033:            25            800  com.sun.jmx.mbeanserver.WeakIdentityHashMap$IdentityWeakReference (java.management@17.0.15)
1034:            20            800  java.time.format.DateTimeFormatter (java.base@17.0.15)
1035:            25            800  net.minecraft.util.datafix.fixes.ItemRenameFix$1 (minecraft@1.20.1)
1036:            20            800  org.openjdk.nashorn.internal.ir.JoinPredecessorExpression (org.openjdk.nashorn)
1037:            20            800  org.openjdk.nashorn.internal.ir.ReturnNode (org.openjdk.nashorn)
1038:            33            792  java.util.regex.Pattern$CharProperty (java.base@17.0.15)
1039:            33            792  net.minecraft.Util$10 (minecraft@1.20.1)
1040:            33            792  net.minecraft.core.Vec3i (minecraft@1.20.1)
1041:            14            784  javax.management.openmbean.OpenMBeanParameterInfoSupport (java.management@17.0.15)
1042:            14            784  net.minecraft.world.item.ItemNameBlockItem (minecraft@1.20.1)
1043:            32            768  com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$IdentityMapping (java.management@17.0.15)
1044:            16            768  net.minecraft.world.item.DyeColor (minecraft@1.20.1)
1045:            24            768  org.antlr.v4.runtime.atn.RuleTransition (org.antlr.antlr4.runtime@4.9.1)
1046:            16            768  org.openjdk.nashorn.internal.ir.VarNode (org.openjdk.nashorn)
1047:            24            768  sun.security.x509.OIDMap$OIDInfo (java.base@17.0.15)
1048:            19            760  net.minecraft.client.renderer.entity.layers.CustomHeadLayer (minecraft@1.20.1)
1049:             2            752  jdk.internal.misc.InnocuousThread (java.base@17.0.15)
1050:            47            752  net.minecraft.util.KeyDispatchDataCodec (minecraft@1.20.1)
1051:            47            752  net.minecraft.util.datafix.schemas.V99$$Lambda$1843/0x0000000800822740 (minecraft@1.20.1)
1052:            47            752  net.minecraft.util.datafix.schemas.V99$$Lambda$1850/0x0000000800823628 (minecraft@1.20.1)
1053:            31            744  cpw.mods.jarhandling.SecureJar$Provider (cpw.mods.securejarhandler)
1054:            31            744  cpw.mods.modlauncher.TransformerHolder (cpw.mods.modlauncher@10.0.9)
1055:            31            744  java.security.Provider$EngineDescription (java.base@17.0.15)
1056:            31            744  java.time.format.DateTimeFormatterBuilder$CompositePrinterParser (java.base@17.0.15)
1057:            31            744  org.spongepowered.asm.launch.platform.MixinContainer (org.spongepowered.mixin)
1058:            31            744  org.spongepowered.asm.launch.platform.MixinPlatformAgentDefault (org.spongepowered.mixin)
1059:            46            736  net.minecraft.util.datafix.schemas.V100$$Lambda$1869/0x000000080082aba8 (minecraft@1.20.1)
1060:            46            736  net.minecraft.util.datafix.schemas.V2831$$Lambda$2144/0x0000000800877370 (minecraft@1.20.1)
1061:            23            736  net.minecraft.world.level.block.state.properties.NoteBlockInstrument (minecraft@1.20.1)
1062:            23            736  sun.security.x509.CRLDistributionPointsExtension (java.base@17.0.15)
1063:            13            728  java.util.Properties (java.base@17.0.15)
1064:            13            728  javax.management.openmbean.CompositeType (java.management@17.0.15)
1065:            13            728  net.minecraft.client.model.ElytraModel (minecraft@1.20.1)
1066:            18            720  com.sun.jmx.mbeanserver.PerInterface (java.management@17.0.15)
1067:            30            720  java.lang.ClassValue$Version (java.base@17.0.15)
1068:             5            720  java.text.DecimalFormat (java.base@17.0.15)
1069:            15            720  java.util.Currency$SpecialCaseEntry (java.base@17.0.15)
1070:            10            720  java.util.concurrent.ThreadPoolExecutor (java.base@17.0.15)
1071:            45            720  net.minecraft.util.datafix.schemas.V2832$$Lambda$2148/0x0000000800872000 (minecraft@1.20.1)
1072:            30            720  net.minecraft.world.entity.decoration.PaintingVariant (minecraft@1.20.1)
1073:            30            720  net.minecraftforge.fml.loading.moddiscovery.AbstractModProvider$DefaultModFileInfo (fmlloader@1.20.1-47.4.13)
1074:            18            720  org.openjdk.nashorn.internal.codegen.CompileUnit (org.openjdk.nashorn)
1075:            18            720  org.openjdk.nashorn.internal.ir.RuntimeNode$Request (org.openjdk.nashorn)
1076:            30            720  org.spongepowered.asm.launch.platform.container.ContainerHandleModLauncherEx$SecureJarResource (org.spongepowered.mixin)
1077:            18            720  sun.reflect.generics.repository.MethodRepository (java.base@17.0.15)
1078:            17            712  [Ljava.lang.invoke.MethodType; (java.base@17.0.15)
1079:            22            704  cpw.mods.modlauncher.api.TypesafeMap$Key (cpw.mods.modlauncher@10.0.9)
1080:            22            704  java.util.ImmutableCollections$Map1 (java.base@17.0.15)
1081:            11            704  net.minecraft.world.item.HangingSignItem (minecraft@1.20.1)
1082:            11            704  net.minecraft.world.item.SignItem (minecraft@1.20.1)
1083:            29            696  net.minecraft.util.StringRepresentable$EnumCodec (minecraft@1.20.1)
1084:            29            696  net.minecraftforge.fml.loading.moddiscovery.CoreModFile (fmlloader@1.20.1-47.4.13)
1085:            43            688  com.google.gson.TypeAdapter$1 (com.google.gson@2.10)
1086:            17            680  net.minecraft.resources.HolderSetCodec (minecraft@1.20.1)
1087:            17            680  net.minecraftforge.fml.ModLoadingState (fmlcore@1.20.1-47.4.13)
1088:            28            672  java.io.OutputStreamWriter (java.base@17.0.15)
1089:            42            672  java.util.LinkedHashSet (java.base@17.0.15)
1090:            21            672  net.minecraft.client.model.PiglinHeadModel (minecraft@1.20.1)
1091:            12            672  net.minecraft.client.renderer.texture.TextureAtlas (minecraft@1.20.1)
1092:            28            672  net.minecraft.core.NonNullList (minecraft@1.20.1)
1093:            28            672  net.minecraft.util.StringRepresentable$$Lambda$1046/0x000000080056c000 (minecraft@1.20.1)
1094:            42            672  net.minecraft.util.datafix.schemas.V106$$Lambda$1877/0x00000008008344d0 (minecraft@1.20.1)
1095:            28            672  org.openjdk.nashorn.internal.runtime.UserAccessorProperty$Accessors (org.openjdk.nashorn)
1096:            12            672  sun.util.calendar.ZoneInfo (java.base@17.0.15)
1097:            41            656  net.minecraft.util.datafix.DataFixers$$Lambda$2068/0x0000000800862d30 (minecraft@1.20.1)
1098:            41            656  net.minecraft.util.datafix.schemas.V2842$$Lambda$2157/0x0000000800873808 (minecraft@1.20.1)
1099:            41            656  net.minecraft.world.level.block.entity.BannerPattern (minecraft@1.20.1)
1100:            27            648  java.util.regex.Pattern$Ques (java.base@17.0.15)
1101:            33            640  [Lsun.reflect.generics.tree.FieldTypeSignature; (java.base@17.0.15)
1102:            20            640  java.util.Collections$UnmodifiableMap (java.base@17.0.15)
1103:            40            640  jdk.proxy2.$Proxy14 (jdk.proxy2)
1104:             8            640  net.minecraft.world.level.block.LeavesBlock (minecraft@1.20.1)
1105:             8            640  net.minecraft.world.level.block.WeatheringCopperFullBlock (minecraft@1.20.1)
1106:            16            640  net.minecraftforge.common.ForgeConfigSpec$ValueSpec (forge@47.4.13)
1107:            20            640  net.minecraftforge.common.util.LazyOptional (forge@47.4.13)
1108:            40            640  sun.security.x509.GeneralNames (java.base@17.0.15)
1109:             3            624  [Ljava.lang.invoke.LambdaForm; (java.base@17.0.15)
1110:            13            624  com.llamalad7.mixinextras.lib.semver.Version (MixinExtras@0.5.3)
1111:            26            624  java.security.spec.ECFieldF2m (java.base@17.0.15)
1112:            26            624  java.time.LocalTime (java.base@17.0.15)
1113:            26            624  java.util.regex.Pattern$SliceU (java.base@17.0.15)
1114:            39            624  net.minecraft.commands.synchronization.SingletonArgumentInfo (minecraft@1.20.1)
1115:            13            624  net.minecraft.world.entity.ai.attributes.RangedAttribute (minecraft@1.20.1)
1116:            26            624  net.minecraft.world.entity.schedule.Activity (minecraft@1.20.1)
1117:            26            624  net.minecraftforge.client.gui.overlay.NamedGuiOverlay (forge@47.4.13)
1118:            13            624  org.antlr.v4.runtime.atn.BasicBlockStartState (org.antlr.antlr4.runtime@4.9.1)
1119:            26            624  sun.security.util.LazyCodeSourcePermissionCollection (java.base@17.0.15)
1120:            11            616  org.objectweb.asm.Label (org.objectweb.asm@9.8)
1121:            38            608  java.lang.constant.ReferenceClassDescImpl (java.base@17.0.15)
1122:            38            608  net.minecraft.network.chat.contents.LiteralContents (minecraft@1.20.1)
1123:            38            608  net.minecraft.util.datafix.schemas.V99$$Lambda$1833/0x00000008008211d8 (minecraft@1.20.1)
1124:            15            600  [[I (java.base@17.0.15)
1125:            15            600  com.sun.jna.Function (com.sun.jna@5.12.1)
1126:            15            600  java.util.regex.Pattern$Loop (java.base@17.0.15)
1127:            15            600  net.minecraft.world.entity.npc.VillagerProfession (minecraft@1.20.1)
1128:            15            600  org.openjdk.nashorn.internal.ir.ExpressionStatement (org.openjdk.nashorn)
1129:            18            576  com.google.gson.internal.bind.ReflectiveTypeAdapterFactory (com.google.gson@2.10)
1130:            24            576  jdk.internal.util.jar.JarIndex (java.base@17.0.15)
1131:            24            576  net.minecraft.client.renderer.FaceInfo$VertexInfo (minecraft@1.20.1)
1132:            36            576  net.minecraft.core.Registry$$Lambda$1470/0x00000008007186d0 (minecraft@1.20.1)
1133:            36            576  net.minecraft.core.Registry$$Lambda$1471/0x0000000800718918 (minecraft@1.20.1)
1134:            36            576  net.minecraft.core.Registry$$Lambda$1472/0x0000000800718b60 (minecraft@1.20.1)
1135:            36            576  net.minecraft.core.Registry$$Lambda$1473/0x0000000800718d88 (minecraft@1.20.1)
1136:            36            576  net.minecraft.core.Registry$$Lambda$1474/0x0000000800718fb0 (minecraft@1.20.1)
1137:            36            576  net.minecraft.core.Registry$$Lambda$1475/0x00000008007191f8 (minecraft@1.20.1)
1138:            24            576  net.minecraft.world.inventory.MenuType (minecraft@1.20.1)
1139:            12            576  net.minecraft.world.level.chunk.ChunkStatus (minecraft@1.20.1)
1140:             4            576  org.openjdk.nashorn.internal.objects.NativeArray$Prototype (org.openjdk.nashorn)
1141:             6            576  org.openjdk.nashorn.internal.runtime.ScriptLoader (org.openjdk.nashorn)
1142:            18            576  sun.reflect.generics.tree.MethodTypeSignature (java.base@17.0.15)
1143:             2            560  java.util.concurrent.ConcurrentHashMap$CounterCell (java.base@17.0.15)
1144:             7            560  java.util.concurrent.TimeUnit (java.base@17.0.15)
1145:            14            560  javax.management.openmbean.SimpleType (java.management@17.0.15)
1146:            35            560  net.minecraft.util.datafix.schemas.V135$$Lambda$1881/0x00000008008352c0 (minecraft@1.20.1)
1147:            35            560  net.minecraft.world.level.block.FlowerPotBlock$$Lambda$1714/0x000000080078ed68 (minecraft@1.20.1)
1148:             7            560  net.minecraft.world.level.block.SaplingBlock (minecraft@1.20.1)
1149:            14            560  net.minecraftforge.fml.loading.FMLConfig$ConfigValue (fmlloader@1.20.1-47.4.13)
1150:             2            560  org.lwjgl.openal.ALCCapabilities (org.lwjgl.openal@3.3.1+7)
1151:            10            560  sun.invoke.util.Wrapper (java.base@17.0.15)
1152:            14            560  sun.util.locale.provider.LocaleResources$ResourceReference (java.base@17.0.15)
1153:            23            552  net.minecraft.client.renderer.texture.SpriteContents$InterpolationData (minecraft@1.20.1)
1154:             2            544  [Ljava.lang.Character; (java.base@17.0.15)
1155:            34            544  java.security.SecureClassLoader$CodeSourceKey (java.base@17.0.15)
1156:            34            544  jdk.internal.reflect.BootstrapConstructorAccessorImpl (java.base@17.0.15)
1157:            34            544  net.minecraft.commands.synchronization.SingletonArgumentInfo$$Lambda$2829/0x0000000800a2c8d8 (minecraft@1.20.1)
1158:            34            544  net.minecraft.world.level.block.FlowerPotBlock$$Lambda$1718/0x000000080078f630 (minecraft@1.20.1)
