1183810:
 num     #instances         #bytes  class name (module)
6457:             1             16  net.minecraft.client.renderer.VirtualScreen$$Lambda$4571/0x0000000800c24860 (minecraft@1.20.1)
6458:             1             16  net.minecraft.client.renderer.block.ModelBlockRenderer$$Lambda$5000/0x0000000800d536e0 (minecraft@1.20.1)
6459:             1             16  net.minecraft.client.renderer.block.model.BlockModel$Deserializer (minecraft@1.20.1)
6460:             1             16  net.minecraft.client.renderer.block.model.BlockModelDefinition$Deserializer (minecraft@1.20.1)
6461:             1             16  net.minecraft.client.renderer.block.model.ItemOverride$Deserializer$$Lambda$5547/0x0000000800e09c78 (minecraft@1.20.1)
6462:             1             16  net.minecraft.client.renderer.block.model.ItemOverrides$$Lambda$5680/0x0000000800e34780 (minecraft@1.20.1)
6463:             1             16  net.minecraft.client.renderer.block.model.ItemOverrides$$Lambda$5681/0x0000000800e349c0 (minecraft@1.20.1)
6464:             1             16  net.minecraft.client.renderer.block.model.ItemOverrides$$Lambda$5682/0x0000000800e34c00 (minecraft@1.20.1)
6465:             1             16  net.minecraft.client.renderer.block.model.ItemOverrides$$Lambda$5684/0x0000000800e35468 (minecraft@1.20.1)
6466:             1             16  net.minecraft.client.renderer.block.model.MultiVariant$$Lambda$5589/0x0000000800e16ea0 (minecraft@1.20.1)
6467:             1             16  net.minecraft.client.renderer.block.model.MultiVariant$$Lambda$5648/0x0000000800e21d70 (minecraft@1.20.1)
6468:             1             16  net.minecraft.client.renderer.block.model.MultiVariant$Deserializer (minecraft@1.20.1)
6469:             1             16  net.minecraft.client.renderer.block.model.Variant$Deserializer (minecraft@1.20.1)
6470:             1             16  net.minecraft.client.renderer.block.model.multipart.Condition$$Lambda$5637/0x0000000800e20228 (minecraft@1.20.1)
6471:             1             16  net.minecraft.client.renderer.block.model.multipart.Condition$$Lambda$5638/0x0000000800e20448 (minecraft@1.20.1)
6472:             1             16  net.minecraft.client.renderer.block.model.multipart.Condition$$Lambda$5639/0x0000000800e20668 (minecraft@1.20.1)
6473:             1             16  net.minecraft.client.renderer.block.model.multipart.MultiPart$$Lambda$5598/0x0000000800e1cd38 (minecraft@1.20.1)
6474:             1             16  net.minecraft.client.renderer.block.model.multipart.MultiPart$Deserializer (minecraft@1.20.1)
6475:             1             16  net.minecraft.client.renderer.block.model.multipart.Selector$Deserializer (minecraft@1.20.1)
6476:             1             16  net.minecraft.client.renderer.block.model.multipart.Selector$Deserializer$$Lambda$5595/0x0000000800e1c468 (minecraft@1.20.1)
6477:             1             16  net.minecraft.client.renderer.block.model.multipart.Selector$Deserializer$$Lambda$5608/0x0000000800e1ec08 (minecraft@1.20.1)
6478:             1             16  net.minecraft.client.renderer.block.model.multipart.Selector$Deserializer$$Lambda$5609/0x0000000800e1ee48 (minecraft@1.20.1)
6479:             1             16  net.minecraft.client.renderer.blockentity.BeaconRenderer (minecraft@1.20.1)
6480:             1             16  net.minecraft.client.renderer.blockentity.BellRenderer (minecraft@1.20.1)
6481:             1             16  net.minecraft.client.renderer.blockentity.BlockEntityRenderers$$Lambda$5726/0x0000000800e544a0 (minecraft@1.20.1)
6482:             1             16  net.minecraft.client.renderer.blockentity.BlockEntityRenderers$$Lambda$5727/0x0000000800e546c0 (minecraft@1.20.1)
6483:             1             16  net.minecraft.client.renderer.blockentity.BlockEntityRenderers$$Lambda$5728/0x0000000800e54b48 (minecraft@1.20.1)
6484:             1             16  net.minecraft.client.renderer.blockentity.BlockEntityRenderers$$Lambda$5729/0x0000000800e54fd0 (minecraft@1.20.1)
6485:             1             16  net.minecraft.client.renderer.blockentity.BlockEntityRenderers$$Lambda$5730/0x0000000800e551f0 (minecraft@1.20.1)
6486:             1             16  net.minecraft.client.renderer.blockentity.BlockEntityRenderers$$Lambda$5731/0x0000000800e55410 (minecraft@1.20.1)
6487:             1             16  net.minecraft.client.renderer.blockentity.BlockEntityRenderers$$Lambda$5732/0x0000000800e55630 (minecraft@1.20.1)
6488:             1             16  net.minecraft.client.renderer.blockentity.BlockEntityRenderers$$Lambda$5733/0x0000000800e55ab8 (minecraft@1.20.1)
6489:             1             16  net.minecraft.client.renderer.blockentity.BlockEntityRenderers$$Lambda$5734/0x0000000800e55f40 (minecraft@1.20.1)
6490:             1             16  net.minecraft.client.renderer.blockentity.BlockEntityRenderers$$Lambda$5735/0x0000000800e56160 (minecraft@1.20.1)
6491:             1             16  net.minecraft.client.renderer.blockentity.BlockEntityRenderers$$Lambda$5736/0x0000000800e56600 (minecraft@1.20.1)
6492:             1             16  net.minecraft.client.renderer.blockentity.BlockEntityRenderers$$Lambda$5737/0x0000000800e56a90 (minecraft@1.20.1)
6493:             1             16  net.minecraft.client.renderer.blockentity.BlockEntityRenderers$$Lambda$5738/0x0000000800e57180 (minecraft@1.20.1)
6494:             1             16  net.minecraft.client.renderer.blockentity.BlockEntityRenderers$$Lambda$5739/0x0000000800e573a0 (minecraft@1.20.1)
6495:             1             16  net.minecraft.client.renderer.blockentity.BlockEntityRenderers$$Lambda$5740/0x0000000800e57828 (minecraft@1.20.1)
6496:             1             16  net.minecraft.client.renderer.blockentity.BlockEntityRenderers$$Lambda$5741/0x0000000800e57cb0 (minecraft@1.20.1)
6497:             1             16  net.minecraft.client.renderer.blockentity.BlockEntityRenderers$$Lambda$5742/0x0000000800e58000 (minecraft@1.20.1)
6498:             1             16  net.minecraft.client.renderer.blockentity.BlockEntityRenderers$$Lambda$5743/0x0000000800e58220 (minecraft@1.20.1)
6499:             1             16  net.minecraft.client.renderer.blockentity.BlockEntityRenderers$$Lambda$5744/0x0000000800e58440 (minecraft@1.20.1)
6500:             1             16  net.minecraft.client.renderer.blockentity.BlockEntityRenderers$$Lambda$5745/0x0000000800e588c8 (minecraft@1.20.1)
6501:             1             16  net.minecraft.client.renderer.blockentity.BlockEntityRenderers$$Lambda$5746/0x0000000800e58d50 (minecraft@1.20.1)
6502:             1             16  net.minecraft.client.renderer.blockentity.BlockEntityRenderers$$Lambda$5747/0x0000000800e58f70 (minecraft@1.20.1)
6503:             1             16  net.minecraft.client.renderer.blockentity.BrushableBlockRenderer (minecraft@1.20.1)
6504:             1             16  net.minecraft.client.renderer.blockentity.CampfireRenderer (minecraft@1.20.1)
6505:             1             16  net.minecraft.client.renderer.blockentity.EnchantTableRenderer (minecraft@1.20.1)
6506:             1             16  net.minecraft.client.renderer.blockentity.HangingSignRenderer$$Lambda$5760/0x0000000800e5c2f8 (minecraft@1.20.1)
6507:             1             16  net.minecraft.client.renderer.blockentity.HangingSignRenderer$HangingSignModel$$Lambda$5762/0x0000000800e5c780 (minecraft@1.20.1)
6508:             1             16  net.minecraft.client.renderer.blockentity.LecternRenderer (minecraft@1.20.1)
6509:             1             16  net.minecraft.client.renderer.blockentity.PistonHeadRenderer (minecraft@1.20.1)
6510:             1             16  net.minecraft.client.renderer.blockentity.ShulkerBoxRenderer (minecraft@1.20.1)
6511:             1             16  net.minecraft.client.renderer.blockentity.SignRenderer$$Lambda$5757/0x0000000800e5bc30 (minecraft@1.20.1)
6512:             1             16  net.minecraft.client.renderer.blockentity.SignRenderer$SignModel$$Lambda$5759/0x0000000800e5c0b8 (minecraft@1.20.1)
6513:             1             16  net.minecraft.client.renderer.blockentity.SkullBlockRenderer (minecraft@1.20.1)
6514:             1             16  net.minecraft.client.renderer.blockentity.SkullBlockRenderer$$Lambda$5755/0x0000000800e5ad70 (minecraft@1.20.1)
6515:             1             16  net.minecraft.client.renderer.blockentity.SpawnerRenderer (minecraft@1.20.1)
6516:             1             16  net.minecraft.client.renderer.blockentity.StructureBlockRenderer (minecraft@1.20.1)
6517:             1             16  net.minecraft.client.renderer.blockentity.TheEndGatewayRenderer (minecraft@1.20.1)
6518:             1             16  net.minecraft.client.renderer.blockentity.TheEndPortalRenderer (minecraft@1.20.1)
6519:             1             16  net.minecraft.client.renderer.debug.ChunkBorderRenderer (minecraft@1.20.1)
6520:             1             16  net.minecraft.client.renderer.debug.GameTestDebugRenderer (minecraft@1.20.1)
6521:             1             16  net.minecraft.client.renderer.debug.HeightMapRenderer (minecraft@1.20.1)
6522:             1             16  net.minecraft.client.renderer.debug.LightDebugRenderer (minecraft@1.20.1)
6523:             1             16  net.minecraft.client.renderer.debug.SolidFaceRenderer (minecraft@1.20.1)
6524:             1             16  net.minecraft.client.renderer.debug.VillageSectionsDebugRenderer (minecraft@1.20.1)
6525:             1             16  net.minecraft.client.renderer.debug.WaterDebugRenderer (minecraft@1.20.1)
6526:             1             16  net.minecraft.client.renderer.entity.AxolotlRenderer$$Lambda$5923/0x0000000800e8fa10 (minecraft@1.20.1)
6527:             1             16  net.minecraft.client.renderer.entity.BoatRenderer$$Lambda$5927/0x0000000800e8d860 (minecraft@1.20.1)
6528:             1             16  net.minecraft.client.renderer.entity.EntityRenderers$$Lambda$5767/0x0000000800e60a80 (minecraft@1.20.1)
6529:             1             16  net.minecraft.client.renderer.entity.EntityRenderers$$Lambda$5768/0x0000000800e60ca0 (minecraft@1.20.1)
6530:             1             16  net.minecraft.client.renderer.entity.EntityRenderers$$Lambda$5769/0x0000000800e61ba8 (minecraft@1.20.1)
6531:             1             16  net.minecraft.client.renderer.entity.EntityRenderers$$Lambda$5770/0x0000000800e62020 (minecraft@1.20.1)
6532:             1             16  net.minecraft.client.renderer.entity.EntityRenderers$$Lambda$5771/0x0000000800e62bf8 (minecraft@1.20.1)
6533:             1             16  net.minecraft.client.renderer.entity.EntityRenderers$$Lambda$5772/0x0000000800e632f0 (minecraft@1.20.1)
6534:             1             16  net.minecraft.client.renderer.entity.EntityRenderers$$Lambda$5773/0x0000000800e63808 (minecraft@1.20.1)
6535:             1             16  net.minecraft.client.renderer.entity.EntityRenderers$$Lambda$5774/0x0000000800e63d30 (minecraft@1.20.1)
6536:             1             16  net.minecraft.client.renderer.entity.EntityRenderers$$Lambda$5775/0x0000000800e64248 (minecraft@1.20.1)
6537:             1             16  net.minecraft.client.renderer.entity.EntityRenderers$$Lambda$5776/0x0000000800e64768 (minecraft@1.20.1)
6538:             1             16  net.minecraft.client.renderer.entity.EntityRenderers$$Lambda$5777/0x0000000800e64e88 (minecraft@1.20.1)
6539:             1             16  net.minecraft.client.renderer.entity.EntityRenderers$$Lambda$5778/0x0000000800e650a8 (minecraft@1.20.1)
6540:             1             16  net.minecraft.client.renderer.entity.EntityRenderers$$Lambda$5779/0x0000000800e65a58 (minecraft@1.20.1)
6541:             1             16  net.minecraft.client.renderer.entity.EntityRenderers$$Lambda$5780/0x0000000800e65c78 (minecraft@1.20.1)
6542:             1             16  net.minecraft.client.renderer.entity.EntityRenderers$$Lambda$5781/0x0000000800e66908 (minecraft@1.20.1)
6543:             1             16  net.minecraft.client.renderer.entity.EntityRenderers$$Lambda$5782/0x0000000800e66b28 (minecraft@1.20.1)
6544:             1             16  net.minecraft.client.renderer.entity.EntityRenderers$$Lambda$5783/0x0000000800e66d48 (minecraft@1.20.1)
6545:             1             16  net.minecraft.client.renderer.entity.EntityRenderers$$Lambda$5784/0x0000000800e67268 (minecraft@1.20.1)
6546:             1             16  net.minecraft.client.renderer.entity.EntityRenderers$$Lambda$5785/0x0000000800e67788 (minecraft@1.20.1)
6547:             1             16  net.minecraft.client.renderer.entity.EntityRenderers$$Lambda$5786/0x0000000800e679a8 (minecraft@1.20.1)
6548:             1             16  net.minecraft.client.renderer.entity.EntityRenderers$$Lambda$5787/0x0000000800e68000 (minecraft@1.20.1)
6549:             1             16  net.minecraft.client.renderer.entity.EntityRenderers$$Lambda$5788/0x0000000800e689a8 (minecraft@1.20.1)
6550:             1             16  net.minecraft.client.renderer.entity.EntityRenderers$$Lambda$5789/0x0000000800e690f0 (minecraft@1.20.1)
6551:             1             16  net.minecraft.client.renderer.entity.EntityRenderers$$Lambda$5790/0x0000000800e69310 (minecraft@1.20.1)
6552:             1             16  net.minecraft.client.renderer.entity.EntityRenderers$$Lambda$5791/0x0000000800e697a0 (minecraft@1.20.1)
6553:             1             16  net.minecraft.client.renderer.entity.EntityRenderers$$Lambda$5792/0x0000000800e6a1f8 (minecraft@1.20.1)
6554:             1             16  net.minecraft.client.renderer.entity.EntityRenderers$$Lambda$5793/0x0000000800e6a418 (minecraft@1.20.1)
6555:             1             16  net.minecraft.client.renderer.entity.EntityRenderers$$Lambda$5794/0x0000000800e6ac50 (minecraft@1.20.1)
6556:             1             16  net.minecraft.client.renderer.entity.EntityRenderers$$Lambda$5795/0x0000000800e6b5d8 (minecraft@1.20.1)
6557:             1             16  net.minecraft.client.renderer.entity.EntityRenderers$$Lambda$5796/0x0000000800e6baf8 (minecraft@1.20.1)
6558:             1             16  net.minecraft.client.renderer.entity.EntityRenderers$$Lambda$5797/0x0000000800e6bd18 (minecraft@1.20.1)
6559:             1             16  net.minecraft.client.renderer.entity.EntityRenderers$$Lambda$5798/0x0000000800e6bf38 (minecraft@1.20.1)
6560:             1             16  net.minecraft.client.renderer.entity.EntityRenderers$$Lambda$5799/0x0000000800e6c158 (minecraft@1.20.1)
6561:             1             16  net.minecraft.client.renderer.entity.EntityRenderers$$Lambda$5800/0x0000000800e6cbb0 (minecraft@1.20.1)
6562:             1             16  net.minecraft.client.renderer.entity.EntityRenderers$$Lambda$5801/0x0000000800e6d038 (minecraft@1.20.1)
6563:             1             16  net.minecraft.client.renderer.entity.EntityRenderers$$Lambda$5802/0x0000000800e6d258 (minecraft@1.20.1)
6564:             1             16  net.minecraft.client.renderer.entity.EntityRenderers$$Lambda$5803/0x0000000800e6d6e8 (minecraft@1.20.1)
6565:             1             16  net.minecraft.client.renderer.entity.EntityRenderers$$Lambda$5804/0x0000000800e6d908 (minecraft@1.20.1)
6566:             1             16  net.minecraft.client.renderer.entity.EntityRenderers$$Lambda$5805/0x0000000800e6dd90 (minecraft@1.20.1)
6567:             1             16  net.minecraft.client.renderer.entity.EntityRenderers$$Lambda$5806/0x0000000800e6dfb0 (minecraft@1.20.1)
6568:             1             16  net.minecraft.client.renderer.entity.EntityRenderers$$Lambda$5807/0x0000000800e6e438 (minecraft@1.20.1)
6569:             1             16  net.minecraft.client.renderer.entity.EntityRenderers$$Lambda$5808/0x0000000800e6e8c0 (minecraft@1.20.1)
6570:             1             16  net.minecraft.client.renderer.entity.EntityRenderers$$Lambda$5809/0x0000000800e6f010 (minecraft@1.20.1)
6571:             1             16  net.minecraft.client.renderer.entity.EntityRenderers$$Lambda$5810/0x0000000800e6f528 (minecraft@1.20.1)
6572:             1             16  net.minecraft.client.renderer.entity.EntityRenderers$$Lambda$5811/0x0000000800e6f748 (minecraft@1.20.1)
6573:             1             16  net.minecraft.client.renderer.entity.EntityRenderers$$Lambda$5812/0x0000000800e6fc68 (minecraft@1.20.1)
6574:             1             16  net.minecraft.client.renderer.entity.EntityRenderers$$Lambda$5813/0x0000000800e70000 (minecraft@1.20.1)
6575:             1             16  net.minecraft.client.renderer.entity.EntityRenderers$$Lambda$5814/0x0000000800e70738 (minecraft@1.20.1)
6576:             1             16  net.minecraft.client.renderer.entity.EntityRenderers$$Lambda$5815/0x0000000800e70958 (minecraft@1.20.1)
6577:             1             16  net.minecraft.client.renderer.entity.EntityRenderers$$Lambda$5816/0x0000000800e70e70 (minecraft@1.20.1)
6578:             1             16  net.minecraft.client.renderer.entity.EntityRenderers$$Lambda$5817/0x0000000800e71090 (minecraft@1.20.1)
6579:             1             16  net.minecraft.client.renderer.entity.EntityRenderers$$Lambda$5818/0x0000000800e715b0 (minecraft@1.20.1)
6580:             1             16  net.minecraft.client.renderer.entity.EntityRenderers$$Lambda$5819/0x0000000800e717d0 (minecraft@1.20.1)
6581:             1             16  net.minecraft.client.renderer.entity.EntityRenderers$$Lambda$5820/0x0000000800e723b0 (minecraft@1.20.1)
6582:             1             16  net.minecraft.client.renderer.entity.EntityRenderers$$Lambda$5821/0x0000000800e72bd8 (minecraft@1.20.1)
6583:             1             16  net.minecraft.client.renderer.entity.EntityRenderers$$Lambda$5822/0x0000000800e73348 (minecraft@1.20.1)
6584:             1             16  net.minecraft.client.renderer.entity.EntityRenderers$$Lambda$5823/0x0000000800e73568 (minecraft@1.20.1)
6585:             1             16  net.minecraft.client.renderer.entity.EntityRenderers$$Lambda$5824/0x0000000800e73ee8 (minecraft@1.20.1)
6586:             1             16  net.minecraft.client.renderer.entity.EntityRenderers$$Lambda$5825/0x0000000800e74388 (minecraft@1.20.1)
6587:             1             16  net.minecraft.client.renderer.entity.EntityRenderers$$Lambda$5826/0x0000000800e74830 (minecraft@1.20.1)
6588:             1             16  net.minecraft.client.renderer.entity.EntityRenderers$$Lambda$5827/0x0000000800e74a50 (minecraft@1.20.1)
6589:             1             16  net.minecraft.client.renderer.entity.EntityRenderers$$Lambda$5828/0x0000000800e74ed8 (minecraft@1.20.1)
6590:             1             16  net.minecraft.client.renderer.entity.EntityRenderers$$Lambda$5829/0x0000000800e75360 (minecraft@1.20.1)
6591:             1             16  net.minecraft.client.renderer.entity.EntityRenderers$$Lambda$5830/0x0000000800e75580 (minecraft@1.20.1)
6592:             1             16  net.minecraft.client.renderer.entity.EntityRenderers$$Lambda$5831/0x0000000800e75a08 (minecraft@1.20.1)
6593:             1             16  net.minecraft.client.renderer.entity.EntityRenderers$$Lambda$5832/0x0000000800e75f38 (minecraft@1.20.1)
6594:             1             16  net.minecraft.client.renderer.entity.EntityRenderers$$Lambda$5833/0x0000000800e76158 (minecraft@1.20.1)
6595:             1             16  net.minecraft.client.renderer.entity.EntityRenderers$$Lambda$5834/0x0000000800e76378 (minecraft@1.20.1)
6596:             1             16  net.minecraft.client.renderer.entity.EntityRenderers$$Lambda$5835/0x0000000800e76ac0 (minecraft@1.20.1)
6597:             1             16  net.minecraft.client.renderer.entity.EntityRenderers$$Lambda$5836/0x0000000800e76ce0 (minecraft@1.20.1)
6598:             1             16  net.minecraft.client.renderer.entity.EntityRenderers$$Lambda$5837/0x0000000800e771f8 (minecraft@1.20.1)
6599:             1             16  net.minecraft.client.renderer.entity.EntityRenderers$$Lambda$5838/0x0000000800e77680 (minecraft@1.20.1)
6600:             1             16  net.minecraft.client.renderer.entity.EntityRenderers$$Lambda$5839/0x0000000800e78230 (minecraft@1.20.1)
6601:             1             16  net.minecraft.client.renderer.entity.EntityRenderers$$Lambda$5840/0x0000000800e78750 (minecraft@1.20.1)
6602:             1             16  net.minecraft.client.renderer.entity.EntityRenderers$$Lambda$5841/0x0000000800e78ea8 (minecraft@1.20.1)
6603:             1             16  net.minecraft.client.renderer.entity.EntityRenderers$$Lambda$5842/0x0000000800e795e8 (minecraft@1.20.1)
6604:             1             16  net.minecraft.client.renderer.entity.EntityRenderers$$Lambda$5843/0x0000000800e79808 (minecraft@1.20.1)
6605:             1             16  net.minecraft.client.renderer.entity.EntityRenderers$$Lambda$5844/0x0000000800e79a28 (minecraft@1.20.1)
6606:             1             16  net.minecraft.client.renderer.entity.EntityRenderers$$Lambda$5845/0x0000000800e79f48 (minecraft@1.20.1)
6607:             1             16  net.minecraft.client.renderer.entity.EntityRenderers$$Lambda$5846/0x0000000800e7a468 (minecraft@1.20.1)
6608:             1             16  net.minecraft.client.renderer.entity.EntityRenderers$$Lambda$5847/0x0000000800e7a688 (minecraft@1.20.1)
6609:             1             16  net.minecraft.client.renderer.entity.EntityRenderers$$Lambda$5848/0x0000000800e7abb8 (minecraft@1.20.1)
6610:             1             16  net.minecraft.client.renderer.entity.EntityRenderers$$Lambda$5849/0x0000000800e7b0d0 (minecraft@1.20.1)
6611:             1             16  net.minecraft.client.renderer.entity.EntityRenderers$$Lambda$5850/0x0000000800e7b5e8 (minecraft@1.20.1)
6612:             1             16  net.minecraft.client.renderer.entity.EntityRenderers$$Lambda$5851/0x0000000800e7bb08 (minecraft@1.20.1)
6613:             1             16  net.minecraft.client.renderer.entity.EntityRenderers$$Lambda$5852/0x0000000800e7c250 (minecraft@1.20.1)
6614:             1             16  net.minecraft.client.renderer.entity.EntityRenderers$$Lambda$5853/0x0000000800e7c9b0 (minecraft@1.20.1)
6615:             1             16  net.minecraft.client.renderer.entity.EntityRenderers$$Lambda$5854/0x0000000800e7ce40 (minecraft@1.20.1)
6616:             1             16  net.minecraft.client.renderer.entity.EntityRenderers$$Lambda$5855/0x0000000800e7d360 (minecraft@1.20.1)
6617:             1             16  net.minecraft.client.renderer.entity.EntityRenderers$$Lambda$5856/0x0000000800e7d880 (minecraft@1.20.1)
6618:             1             16  net.minecraft.client.renderer.entity.EntityRenderers$$Lambda$5857/0x0000000800e7daa0 (minecraft@1.20.1)
6619:             1             16  net.minecraft.client.renderer.entity.EntityRenderers$$Lambda$5858/0x0000000800e7e1f8 (minecraft@1.20.1)
6620:             1             16  net.minecraft.client.renderer.entity.EntityRenderers$$Lambda$5859/0x0000000800e7e418 (minecraft@1.20.1)
6621:             1             16  net.minecraft.client.renderer.entity.EntityRenderers$$Lambda$5860/0x0000000800e7e930 (minecraft@1.20.1)
6622:             1             16  net.minecraft.client.renderer.entity.EntityRenderers$$Lambda$5861/0x0000000800e7eb50 (minecraft@1.20.1)
6623:             1             16  net.minecraft.client.renderer.entity.EntityRenderers$$Lambda$5862/0x0000000800e7f298 (minecraft@1.20.1)
6624:             1             16  net.minecraft.client.renderer.entity.EntityRenderers$$Lambda$5863/0x0000000800e7f4b8 (minecraft@1.20.1)
6625:             1             16  net.minecraft.client.renderer.entity.EntityRenderers$$Lambda$5864/0x0000000800e7f948 (minecraft@1.20.1)
6626:             1             16  net.minecraft.client.renderer.entity.EntityRenderers$$Lambda$5865/0x0000000800e7fb68 (minecraft@1.20.1)
6627:             1             16  net.minecraft.client.renderer.entity.EntityRenderers$$Lambda$5866/0x0000000800e7fd88 (minecraft@1.20.1)
6628:             1             16  net.minecraft.client.renderer.entity.EntityRenderers$$Lambda$5867/0x0000000800e80530 (minecraft@1.20.1)
6629:             1             16  net.minecraft.client.renderer.entity.EntityRenderers$$Lambda$5868/0x0000000800e80a58 (minecraft@1.20.1)
6630:             1             16  net.minecraft.client.renderer.entity.EntityRenderers$$Lambda$5869/0x0000000800e80f70 (minecraft@1.20.1)
6631:             1             16  net.minecraft.client.renderer.entity.EntityRenderers$$Lambda$5870/0x0000000800e81418 (minecraft@1.20.1)
6632:             1             16  net.minecraft.client.renderer.entity.EntityRenderers$$Lambda$5871/0x0000000800e818a0 (minecraft@1.20.1)
6633:             1             16  net.minecraft.client.renderer.entity.EntityRenderers$$Lambda$5872/0x0000000800e81d38 (minecraft@1.20.1)
6634:             1             16  net.minecraft.client.renderer.entity.EntityRenderers$$Lambda$5873/0x0000000800e81f58 (minecraft@1.20.1)
6635:             1             16  net.minecraft.client.renderer.entity.EntityRenderers$$Lambda$5874/0x0000000800e823e0 (minecraft@1.20.1)
6636:             1             16  net.minecraft.client.renderer.entity.EntityRenderers$$Lambda$5875/0x0000000800e82b38 (minecraft@1.20.1)
6637:             1             16  net.minecraft.client.renderer.entity.EntityRenderers$$Lambda$5876/0x0000000800e83058 (minecraft@1.20.1)
6638:             1             16  net.minecraft.client.renderer.entity.EntityRenderers$$Lambda$5877/0x0000000800e83578 (minecraft@1.20.1)
6639:             1             16  net.minecraft.client.renderer.entity.EntityRenderers$$Lambda$5878/0x0000000800e83f00 (minecraft@1.20.1)
6640:             1             16  net.minecraft.client.renderer.entity.EntityRenderers$$Lambda$5879/0x0000000800e84660 (minecraft@1.20.1)
6641:             1             16  net.minecraft.client.renderer.entity.EntityRenderers$$Lambda$5880/0x0000000800e84da8 (minecraft@1.20.1)
6642:             1             16  net.minecraft.client.renderer.entity.EntityRenderers$$Lambda$5881/0x0000000800e852c8 (minecraft@1.20.1)
6643:             1             16  net.minecraft.client.renderer.entity.EntityRenderers$$Lambda$5882/0x0000000800e85a20 (minecraft@1.20.1)
6644:             1             16  net.minecraft.client.renderer.entity.EntityRenderers$$Lambda$5883/0x0000000800e86188 (minecraft@1.20.1)
6645:             1             16  net.minecraft.client.renderer.entity.EntityRenderers$$Lambda$5884/0x0000000800e866b0 (minecraft@1.20.1)
6646:             1             16  net.minecraft.client.renderer.entity.EntityRenderers$$Lambda$5885/0x0000000800e868d0 (minecraft@1.20.1)
6647:             1             16  net.minecraft.client.renderer.entity.EntityRenderers$$Lambda$5886/0x0000000800e87028 (minecraft@1.20.1)
6648:             1             16  net.minecraft.client.renderer.entity.EntityRenderers$$Lambda$5887/0x0000000800e87540 (minecraft@1.20.1)
6649:             1             16  net.minecraft.client.renderer.entity.EntityRenderers$$Lambda$5888/0x0000000800e87760 (minecraft@1.20.1)
6650:             1             16  net.minecraft.client.renderer.entity.EntityRenderers$$Lambda$5889/0x0000000800e87980 (minecraft@1.20.1)
6651:             1             16  net.minecraft.client.renderer.entity.EntityRenderers$$Lambda$5890/0x0000000800e88000 (minecraft@1.20.1)
6652:             1             16  net.minecraft.client.renderer.entity.EntityRenderers$$Lambda$5891/0x0000000800e88220 (minecraft@1.20.1)
6653:             1             16  net.minecraft.client.renderer.entity.HorseRenderer$$Lambda$5932/0x0000000800e8c400 (minecraft@1.20.1)
6654:             1             16  net.minecraft.client.renderer.entity.MushroomCowRenderer$$Lambda$5938/0x0000000800e90f20 (minecraft@1.20.1)
6655:             1             16  net.minecraft.client.renderer.entity.PandaRenderer$$Lambda$5922/0x0000000800e8f7e0 (minecraft@1.20.1)
6656:             1             16  net.minecraft.client.renderer.entity.ShulkerRenderer$$Lambda$5896/0x0000000800e88f68 (minecraft@1.20.1)
6657:             1             16  net.minecraft.client.renderer.entity.ShulkerRenderer$$Lambda$5897/0x0000000800e891a8 (minecraft@1.20.1)
6658:             1             16  net.minecraft.client.renderer.entity.WardenRenderer$$Lambda$5901/0x0000000800e89ef8 (minecraft@1.20.1)
6659:             1             16  net.minecraft.client.renderer.entity.WardenRenderer$$Lambda$5902/0x0000000800e8a318 (minecraft@1.20.1)
6660:             1             16  net.minecraft.client.renderer.entity.WardenRenderer$$Lambda$5903/0x0000000800e8a538 (minecraft@1.20.1)
6661:             1             16  net.minecraft.client.renderer.entity.WardenRenderer$$Lambda$5904/0x0000000800e8a758 (minecraft@1.20.1)
6662:             1             16  net.minecraft.client.renderer.entity.WardenRenderer$$Lambda$5905/0x0000000800e8a978 (minecraft@1.20.1)
6663:             1             16  net.minecraft.client.renderer.entity.WardenRenderer$$Lambda$5906/0x0000000800e8ab98 (minecraft@1.20.1)
6664:             1             16  net.minecraft.client.renderer.entity.WardenRenderer$$Lambda$5907/0x0000000800e8adb8 (minecraft@1.20.1)
6665:             1             16  net.minecraft.client.renderer.entity.WardenRenderer$$Lambda$5908/0x0000000800e8afd8 (minecraft@1.20.1)
6666:             1             16  net.minecraft.client.renderer.entity.WardenRenderer$$Lambda$5909/0x0000000800e8b1f8 (minecraft@1.20.1)
6667:             1             16  net.minecraft.client.renderer.entity.WardenRenderer$$Lambda$5910/0x0000000800e8b418 (minecraft@1.20.1)
6668:             1             16  net.minecraft.client.renderer.entity.layers.EnderEyesLayer (minecraft@1.20.1)
6669:             1             16  net.minecraft.client.renderer.entity.layers.HorseMarkingLayer (minecraft@1.20.1)
6670:             1             16  net.minecraft.client.renderer.entity.layers.HorseMarkingLayer$$Lambda$5934/0x0000000800e90660 (minecraft@1.20.1)
6671:             1             16  net.minecraft.client.renderer.entity.layers.IronGolemCrackinessLayer (minecraft@1.20.1)
6672:             1             16  net.minecraft.client.renderer.entity.layers.PhantomEyesLayer (minecraft@1.20.1)
6673:             1             16  net.minecraft.client.renderer.entity.layers.ShulkerHeadLayer (minecraft@1.20.1)
6674:             1             16  net.minecraft.client.renderer.entity.layers.VillagerProfessionLayer$$Lambda$5918/0x0000000800e8eaf0 (minecraft@1.20.1)
6675:             1             16  net.minecraft.client.renderer.entity.layers.WolfCollarLayer (minecraft@1.20.1)
